kota,lokasi,luas_lahan,luas_bangunan,kamar_tidur,kamar_mandi,keamanan_24jam,taman_bermain_anak,harga
Jakarta Selatan,"Jalan Panjang, Jakarta Selatan 12630, Indonesia                                        Jagakarsa, Jakarta Selatan",98,125,3,3,Tidak,Tidak,1000000000.0
Jakarta Timur,"Ciracas, Jakarta Timur",50,90,3,3,Tidak,Tidak,900000000.0
Jakarta Barat,"Jalan Kedoya Selatan, Jakarta Barat 11520, Indonesia                                        Kebon Jeruk, Jakarta Barat",38,38,2,2,Tidak,Tidak,350000000.0
Jakarta Pusat,"Petojo Selatan, Jakarta Pusat",93,186,4,4,Tidak,Tidak,2500000000.0
Jakarta Timur,"Ciracas, Jakarta Timur",70,70,3,2,Ada,Tidak,900000000.0
Jakarta Timur,"Ciracas, Jakarta Timur                                        Ciracas, Jakarta Timur",60,117,3,3,Ada,Tidak,991000000.0
Jakarta Pusat,Jakarta Pusat,40,40,2,1,Tidak,Tidak,150000000.0
Jakarta Timur,"Batu Ampar, Jakarta Timur",100,150,4,3,Tidak,Tidak,1600000000.0
Jakarta Timur,"Jl Balong Kirai Sari, Kel. Kalisari, Kec. Pasar Rebo                                        Pasar Rebo, Jakarta Timur",196,127,4,4,Tidak,Tidak,1100000000.0
Jakarta Barat,Jakarta Barat,40,40,2,1,Tidak,Tidak,150000000.0
Jakarta Utara,"Muara Karang, Jakarta Utara",120,180,3,3,Tidak,Tidak,3500000000.0
Jakarta Utara,"Muara karang                                        Muara Karang, Jakarta Utara",150,150,4,4,Tidak,Tidak,4200000000.0
Jakarta Selatan,"Cipedak, Jakarta Selatan",100,47,3,2,Tidak,Tidak,1075000000.0
Jakarta Timur,"Pondok Kelapa, Jakarta Timur",90,120,4,3,Ada,Tidak,1450000000.0
Jakarta Timur,"Pondok Kelapa, Jakarta Timur",83,80,2,1,Tidak,Tidak,800000000.0
Jakarta Timur,"Pondok Kelapa, Jakarta Timur",230,300,4,2,Tidak,Tidak,2000000000.0
Jakarta Timur,"Ujung Menteng, Jakarta Timur",120,140,4,3,Tidak,Tidak,1850000000.0
Jakarta Barat,"Tanjung Duren, Jakarta Barat",180,60,4,4,Tidak,Tidak,1800000000.0
Jakarta Timur,"Cibubur, Jakarta Timur",112,60,2,1,Tidak,Tidak,575000000.0
Jakarta Selatan,"Ragunan, Jakarta Selatan",50,55,3,3,Ada,Tidak,365000000.0
Jakarta Timur,"Lokasi Pulomas - rawamangun - Jakarta Timur                                        Rawamangun, Jakarta Timur",200,330,3,3,Tidak,Tidak,4600000000.0
Jakarta Selatan,"Jalan Radio Dalam, Jakarta Selatan 12140, Indonesia                                        Gandaria Utara, Jakarta Selatan",233,150,5,5,Tidak,Tidak,3000000000.0
Jakarta Barat,"Meruya, Jakarta Barat",125,170,3,3,Tidak,Tidak,2300000000.0
Jakarta Barat,"palmerah                                        Palmerah, Jakarta Barat",163,250,3,3,Tidak,Tidak,1600000000.0
Jakarta Selatan,"Kebayoran Baru, Jakarta Selatan",720,600,5,5,Tidak,Tidak,50000000000.0
Jakarta Barat,"Kalideres, Jakarta Barat",108,118,3,3,Tidak,Tidak,1264000000.0
Jakarta Selatan,"Indonesia, DKI Jakarta, Jakarta Selatan                                        Kemang, Jakarta Selatan",350,600,5,5,Tidak,Tidak,17900000000.0
Jakarta Timur,"Kampung Melayu, Jakarta Timur",154,147,2,2,Ada,Tidak,2400000000.0
Jakarta Barat,"Kembangan, Jakarta Barat",72,55,2,1,Tidak,Tidak,585000000.0
Jakarta Selatan,"Kebayoran Baru, Jakarta Selatan",143,120,5,5,Tidak,Tidak,2800000000.0
Jakarta Timur,"PKP Ciracas Jakarta                                        Cibubur, Jakarta Timur",64,79,3,2,Ada,Tidak,890000000.0
Jakarta Timur,"Cipinang, Jakarta Timur",170,150,4,2,Ada,Ada,2100000000.0
Jakarta Utara,"Muara Karang, Jakarta Utara",90,120,3,4,Ada,Tidak,2700000000.0
Jakarta Timur,"Klender, Jakarta Timur",78,90,3,1,Tidak,Ada,725000000.0
Jakarta Barat,"Meruya, Jakarta Barat",115,180,3,3,Tidak,Tidak,1950000000.0
Jakarta Selatan,jl durian                                        Jakarta Selatan,110,260,6,6,Ada,Tidak,3935000000.0
Jakarta Selatan,"Jalan Panglima Polim, Jakarta Selatan 12160, Indonesia                                        Panglima Polim, Jakarta Selatan",467,450,5,5,Ada,Ada,32000000000.0
Jakarta Timur,"Duren Sawit, Jakarta Timur",120,200,3,3,Tidak,Tidak,1800000000.0
Jakarta Selatan,"Gandaria, Jakarta Selatan",745,700,5,5,Ada,Ada,27800000000.0
Jakarta Timur,"Pesona Kalisari Cijantung Jakarta Timur                                        Cijantung, Jakarta Timur",300,200,4,4,Ada,Tidak,2600000000.0
Jakarta Selatan,Jakarta Selatan,210,200,4,3,Tidak,Tidak,4300000000.0
Jakarta Selatan,"Bintaro, Jakarta Selatan                                        Bintaro, Jakarta Selatan",520,150,3,3,Ada,Tidak,4500000000.0
Jakarta Selatan,"Gandaria, Jakarta Selatan",350,250,3,3,Tidak,Tidak,18000000000.0
Jakarta Barat,"Taman Sari, Jakarta Barat",43,162,4,4,Ada,Ada,750000000.0
Jakarta Selatan,"Cipayung Kota Depok                                        Pancoran, Jakarta Selatan",60,34,3,1,Ada,Ada,368000000.0
Jakarta Barat,"di Jual Rumah 3 Kamar Tidur Daerah Srengseng Kembangan                                        Srengseng, Jakarta Barat",100,100,3,1,Tidak,Tidak,1200000000.0
Jakarta Selatan,"Cilandak Barat, Jakarta Selatan",1189,400,4,4,Tidak,Tidak,25000000000.0
Jakarta Barat,"Green Garden                                        Kebon Jeruk, Jakarta Barat",144,288,4,4,Tidak,Tidak,2500000000.0
Jakarta Timur,"Jalan Legenda Wisata Boulevard, Bogor Kabupaten, Indonesia                                        Cibubur, Jakarta Timur",255,120,3,2,Ada,Ada,1900000000.0
Jakarta Timur,"Klender, Jakarta Timur",78,90,3,2,Ada,Tidak,690000000.0
Jakarta Timur,"Rawamangun (Jakarta Timur)                                        Rawamangun, Jakarta Timur",105,155,4,4,Ada,Tidak,3500000000.0
Jakarta Timur,"Rawamangun, Jakarta Timur",160,140,1,1,Tidak,Tidak,1800000000.0
Jakarta Timur,"Rawamangun, Jakarta Timur",90,70,2,2,Tidak,Tidak,1850000000.0
Jakarta Selatan,"Jalan Sadar, Jakarta Selatan 12630, Indonesia                                        Jagakarsa, Jakarta Selatan",83,164,3,3,Tidak,Tidak,1450000000.0
Jakarta Timur,"Maskoki                                        Rawamangun, Jakarta Timur",145,70,3,3,Ada,Tidak,2600000000.0
Jakarta Barat,"Tanjung Duren, Jakarta Barat",58,170,5,3,Tidak,Tidak,2100000000.0
Jakarta Barat,"Kapuk, Jakarta Barat",36,32,1,1,Ada,Ada,380000000.0
Jakarta Selatan,"Pejaten Barat, Jakarta Selatan",1075,600,6,6,Tidak,Tidak,19900000000.0
Jakarta Barat,"Kembangan, Jakarta Barat",144,198,4,2,Tidak,Tidak,2770000000.0
Jakarta Barat,"Kebon Jeruk, Jakarta Barat",174,270,4,3,Tidak,Tidak,3600000000.0
Jakarta Barat,"Kebon Jeruk, Jakarta Barat",126,150,4,2,Tidak,Tidak,1850000000.0
Jakarta Selatan,Jakarta Selatan,139,100,3,3,Tidak,Tidak,1350000000.0
Jakarta Timur,"Pasar Rebo, Jakarta Timur",45,30,2,1,Tidak,Tidak,550555000.0
Jakarta Barat,"Jln asem 2 duri kepa kebon jeruk jakarta barat                                        Duri Kepa, Jakarta Barat",80,170,3,3,Ada,Tidak,2200000000.0
Jakarta Timur,"Legenda Wisata, Jakarta Timur",72,50,2,1,Tidak,Tidak,570000000.0
Jakarta Selatan,"pasar minggu - jakarta selatan                                        Pasar Minggu, Jakarta Selatan",245,120,3,2,Tidak,Tidak,2850000000.0
Jakarta Timur,"Jalan Kota Wisata, Bogor Kabupaten 16968, Indonesia                                        Legenda Wisata, Jakarta Timur",135,60,3,2,Ada,Tidak,690000000.0
Jakarta Pusat,"Menteng, Jakarta Pusat",770,1000,6,6,Tidak,Tidak,75000000000.0
Jakarta Timur,"Pondok Kelapa, Jakarta Timur",300,301,4,5,Ada,Tidak,5500000000.0
Jakarta Barat,"Kedoya Selatan, Jakarta Barat",85,85,3,3,Tidak,Tidak,1700000000.0
Jakarta Barat,"Grogol Petamburan, Jakarta Barat",68,100,4,2,Tidak,Tidak,1800000000.0
Jakarta Selatan,"Jagakarsa, Jakarta Selatan",86,45,2,2,Ada,Ada,1000000000.0
Jakarta Selatan,"Jagakarsa, Jakarta Selatan",28,50,3,2,Tidak,Tidak,350000000.0
Jakarta Timur,"Pondok Bambu Duren Sawit Jakarta Timur                                         Pondok Bambu, Jakarta Timur",171,256,5,4,Ada,Tidak,3500000000.0
Jakarta Timur,"Cibubur, Jakarta Timur",240,180,5,4,Tidak,Tidak,2800000000.0
Jakarta Selatan,"Cikokol, Jakarta Selatan",50,36,2,2,Ada,Tidak,190000000.0
Jakarta Barat,"Kapuk, Jakarta Barat",32,64,1,1,Tidak,Tidak,320000000.0
Jakarta Utara,"Pantai Indah Kapuk, Jakarta Utara",120,146,4,4,Ada,Ada,3500000000.0
Jakarta Selatan,"Kebayoran baru                                        Kebayoran Baru, Jakarta Selatan",551,300,3,3,Tidak,Tidak,13000000000.0
Jakarta Timur,"Rawamangun, Jakarta Timur",96,200,4,4,Ada,Tidak,3200000000.0
Jakarta Selatan,"Lenteng Agung, Jakarta Selatan",30,27,2,1,Tidak,Tidak,150000000.0
Jakarta Selatan,"Pondok Indah, Jakarta Selatan",422,700,5,5,Tidak,Tidak,33000000000.0
Jakarta Timur,"Ciracas, Jakarta Timur",65,45,2,2,Ada,Tidak,300000000.0
Jakarta Selatan,"Pasar Minggu, Jakarta Selatan",48,70,2,2,Ada,Ada,400000000.0
Jakarta Timur,"Pondok Kelapa Duren Sawit Jakarta Timur                                        Pondok Kelapa, Jakarta Timur",114,260,6,6,Tidak,Tidak,3700000000.0
Jakarta Selatan,"Pondok Indah, Jakarta Selatan",168,262,6,6,Tidak,Tidak,3500000000.0
Jakarta Selatan,"Kebagusan                                        Kebagusan, Jakarta Selatan",196,165,4,4,Tidak,Tidak,3900000000.0
Jakarta Timur,"kav dki ,pondok kelapa , duren sawit                                        Duren Sawit, Jakarta Timur",90,72,3,3,Ada,Tidak,1200000000.0
Jakarta Selatan,"Lebak Bulus, Jakarta Selatan",250,300,3,3,Tidak,Tidak,3200000000.0
Jakarta Pusat,"Sumur Batu, Jakarta Pusat",64,150,4,3,Ada,Tidak,1900000000.0
Jakarta Selatan,"SetiaBudi, Jakarta Selatan",152,300,4,5,Tidak,Tidak,4700000000.0
Jakarta Utara,"Pantai Indah Kapuk, Jakarta Utara",45,45,2,1,Tidak,Tidak,1300000000.0
Jakarta Pusat,"Gambir, Jakarta Pusat",44,80,2,1,Tidak,Tidak,600000000.0
Jakarta Timur,"Cibubur, Jakarta Timur",550,600,4,3,Ada,Tidak,1200000000.0
Jakarta Barat,"Palmerah, Jakarta, JABODETABEK, Indonesia                                        Palmerah, Jakarta Barat",40,71,3,3,Ada,Tidak,1414665000.0
Jakarta Barat,"Jalan Tomang Tinggi, Jakarta Barat 11440, Indonesia                                        Tomang, Jakarta Barat",28,50,2,2,Tidak,Tidak,650000000.0
Jakarta Timur,"Legenda Wisata, Jakarta Timur",198,141,4,3,Ada,Tidak,1900000000.0
Jakarta Barat,"Kebon Jeruk, Jakarta Barat",135,140,4,4,Ada,Tidak,2500000000.0
Jakarta Barat,"Jelambar, Jakarta Barat",108,180,3,3,Tidak,Tidak,950000000.0
Jakarta Utara,"gading harmony janur hijau                                        Kelapa Gading, Jakarta Utara",240,360,4,4,Tidak,Tidak,6500000000.0
Jakarta Selatan,"Pasar Minggu, Jakarta Selatan",342,150,4,4,Tidak,Tidak,7700000000.0
Jakarta Timur,"Pisangan Baru, Jakarta Timur",95,48,4,3,Tidak,Tidak,1351500000.0
Jakarta Timur,"Jl. I Gusti Ngurah Rai No. 20, Klender,                                        Duren Sawit, Jakarta Timur",90,146,3,3,Ada,Tidak,4000000000.0
Jakarta Barat,"Cengkareng, Jakarta Barat",120,200,4,3,Tidak,Tidak,3950000000.0
Jakarta Utara,"Pantai Indah Kapuk, Jakarta Utara",250,358,4,4,Tidak,Tidak,13500000000.0
Jakarta Timur,"Cipinang, Jakarta Timur",36,70,2,2,Tidak,Tidak,1080000000.0
Jakarta Barat,"Joglo, Jakarta Barat",68,80,3,2,Ada,Tidak,1100000000.0
Jakarta Timur,"Pisangan Baru, Jakarta Timur",31,56,3,3,Tidak,Tidak,796000000.0
Jakarta Utara,"Jalan Warakas, Jakarta Utara 14330, Indonesia                                        Tanjung Priok, Jakarta Utara",24,34,2,2,Tidak,Ada,379000000.0
Jakarta Timur,"Jl. I Gusti Ngurah Rai No. 20, Klender,                                        Duren Sawit, Jakarta Timur",105,180,4,4,Ada,Tidak,5000000000.0
Jakarta Timur,"Cipinang, Jakarta Timur",67,77,3,3,Tidak,Tidak,1353400000.0
Jakarta Timur,"Jl. I Gusti Ngurah Rai No. 20, Klender,                                        Duren Sawit, Jakarta Timur",105,180,4,4,Ada,Tidak,5000000000.0
Jakarta Timur,"Rawamangun, Jakarta Timur",48,67,3,3,Tidak,Tidak,1477000000.0
Jakarta Timur,"Jl. I Gusti Ngurah Rai No. 20, Klender,                                        Duren Sawit, Jakarta Timur",136,231,4,4,Ada,Tidak,6000000000.0
Jakarta Timur,"Jl. Menteng Utara 1 No.B6/9, Ujung Menteng,                                        Cakung, Jakarta Timur",160,97,4,4,Ada,Ada,3069807488.0
Jakarta Selatan,"Ciganjur Jagakarsa Jakarta Selatan                                        Ciganjur, Jakarta Selatan",160,380,4,4,Ada,Tidak,4900000000.0
Jakarta Barat,"13, Jl. Joglo Raya No.18, RT.13/RW.2                                        Joglo, Jakarta Barat",108,113,3,3,Tidak,Ada,2686850000.0
Jakarta Selatan,"Jl.Mawar Indah, Lebak bulus                                        Jakarta Selatan",440,300,3,4,Ada,Tidak,9075000000.0
Jakarta Barat,"Jalan Duri Cengkareng Raya, Jakarta Barat 11750, Indonesia                                        Cengkareng, Jakarta Barat",120,136,3,3,Ada,Ada,2973300000.0
Jakarta Timur,"Jl Nusa Indah VI/14 No 47B                                        Malaka Jaya, Jakarta Timur",83,75,2,1,Tidak,Tidak,1100000000.0
Jakarta Timur,"Ciracas, Jakarta Timur",43,70,3,2,Tidak,Tidak,774860000.0
Jakarta Timur,"Pulo Gadung, Jakarta Timur",42,68,3,3,Tidak,Tidak,900000000.0
Jakarta Selatan,"Kebayoran Lama, Jakarta Selatan",110,110,3,3,Tidak,Tidak,4500000000.0
Jakarta Pusat,"Jalan Cempaka Putih Barat 20, Jakarta Pusat 10520, Indonesia                                        Cempaka Putih, Jakarta Pusat",30,59,3,3,Tidak,Tidak,1000000000.0
Jakarta Timur,"Pasar Rebo, Jakarta Timur",71,85,4,2,Tidak,Tidak,1350000000.0
Jakarta Timur,"Cibubur                                        Cibubur, Jakarta Timur",90,80,3,3,Ada,Tidak,1300000000.0
Jakarta Timur,"Pulo Gadung, Jakarta Timur",200,160,3,1,Tidak,Tidak,1818000000.0
Jakarta Timur,"Cijantung Kel., Pasar Rebo, Jakarta, JABODETABEK, Indonesia                                        Pasar Rebo, Jakarta Timur",60,85,3,3,Ada,Ada,2019000000.0
Jakarta Timur,"Jalan Desa Balekambang, Jakarta Timur 13520, Indonesia                                        Kramat Jati, Jakarta Timur",75,75,4,2,Tidak,Tidak,650000000.0
Jakarta Utara,"Tanjung Priok, Jakarta Utara",760,900,8,8,Tidak,Tidak,17500000000.0
Jakarta Timur,"Jalan SMP 147, Jakarta Timur 13720, Indonesia                                        Ciracas, Jakarta Timur",196,60,2,1,Tidak,Tidak,1200000000.0
Jakarta Timur,"Jalan Jambore, Jakarta Timur 13720, Indonesia                                        Cibubur, Jakarta Timur",72,48,2,2,Ada,Tidak,660000000.0
Jakarta Selatan,jalan raya Jakarta ciputat                                         Jakarta Selatan,90,72,3,2,Ada,Ada,1300000000.0
Jakarta Utara,"Jalan Sunter Garden blok B6 no. 17, Sunter Agung, Jakarta Utara                                        Sunter, Jakarta Utara",229,360,6,6,Tidak,Tidak,5200000000.0
Jakarta Timur,"Cijantung Kel., Pasar Rebo, Jakarta, JABODETABEK, Indonesia                                        Pasar Rebo, Jakarta Timur",60,85,3,3,Ada,Ada,2018000000.0
Jakarta Utara,"Jl. Rorotan VII Malaka III HB No.36, RT.12/RW.5, Rorotan, Kec. Cilincing, Kota Jkt Utara, Daerah Khusus Ibukota Jakarta 14140                                        Rorotan, Jakarta Utara",124,89,3,1,Tidak,Tidak,1150000000.0
Jakarta Utara,"Sunter, Jakarta Utara",539,800,7,6,Ada,Tidak,26000000000.0
Jakarta Utara,"Sunter, Jakarta Utara",1019,1339,8,6,Ada,Tidak,22000000000.0
Jakarta Barat,"Jl. Taman Palem Raya, RT.5/RW.10, Meruya Selatan. Kec. Kembangan, Kota Jakarta Barat, Daerah Khusus Ibukota Jakarta 11610, Indonesia                                        Kembangan, Jakarta Barat",60,98,3,2,Ada,Tidak,1763500000.0
Jakarta Barat,"Jl. Taman Semanan Raya No.8, RW.1                                        Cengkareng, Jakarta Barat",140,166,3,3,Ada,Tidak,3513900000.0
Jakarta Utara,"Pantai Indah Kapuk St, Kamal Muara                                        Penjaringan, Jakarta Utara",40,88,2,2,Ada,Ada,1475000498.0
Jakarta Utara,"Tanjung Priok, Jakarta Utara",25,44,2,2,Tidak,Tidak,519000000.0
Jakarta Selatan,"Jl. Limo No.10, RW.10, Grogol Sel., Kec. Kby. Lama                                        Kebayoran Lama, Jakarta Selatan",45,130,4,4,Ada,Ada,3525000246.0
Jakarta Selatan,"Pasar Minggu, Jakarta Selatan",258,260,4,4,Tidak,Tidak,4650000000.0
Jakarta Barat,"Tanjung Duren, Jakarta Barat",71,90,4,4,Tidak,Tidak,3000000000.0
Jakarta Utara,"Pantai Indah Kapuk St, Kamal Muara                                        Penjaringan, Jakarta Utara",40,88,2,2,Ada,Tidak,1475000000.0
Jakarta Selatan,"Pondok Indah, Jakarta Selatan",140,390,3,3,Ada,Tidak,10200000000.0
Jakarta Utara,"Pantai Indah Kapuk, Jakarta Utara",150,209,4,4,Ada,Ada,5180000000.0
Jakarta Barat,"Meruya, Jakarta Barat",200,390,5,5,Tidak,Tidak,2700000000.0
Jakarta Timur,"Jl. Dukuh V No.4, RT.4/RW.5, Dukuh, Kec. Kramat jati, Kota Jakarta Timur, Daerah Khusus Ibukota Jakarta 13550                                        Kramat Jati, Jakarta Timur",60,90,3,3,Ada,Tidak,1100000000.0
Jakarta Utara,"Jl. Marina Indah Raya No.1 Pantai Indah Kapuk, Kamal Muara, Penjaringan, DKI Jakarta 14470                                        Pantai Indah Kapuk, Jakarta Utara",84,175,3,3,Tidak,Ada,3876000000.0
Jakarta Timur,"RW.8, Ujung Menteng                                        Cakung, Jakarta Timur",70,88,2,2,Ada,Ada,1400000000.0
Jakarta Selatan,"Jagakarsa, Jakarta Selatan",106,180,5,5,Ada,Tidak,2400000000.0
Jakarta Barat,"Jl. Taman Palem Raya, RT.5/RW.10, Meruya Selatan. Kec. Kembangan, Kota Jakarta Barat, Daerah Khusus Ibukota Jakarta 11610, Indonesia                                        Kembangan, Jakarta Barat",60,98,3,2,Ada,Tidak,1762200000.0
Jakarta Utara,"Jl. Marina Indah Raya No.1 Pantai Indah Kapuk, Kamal Muara, Penjaringan, DKI Jakarta 14470                                        Pantai Indah Kapuk, Jakarta Utara",70,132,3,3,Tidak,Ada,3097000000.0
Jakarta Timur,"Jalan Jambore, Jakarta 13720, Indonesia                                        Cibubur, Jakarta Timur",120,200,5,5,Tidak,Tidak,1880000000.0
Jakarta Barat,"Grogol, Jakarta Barat",270,200,6,3,Tidak,Tidak,3300000000.0
Jakarta Timur,"jakarta garden city cakung jakarta timur                                        Cakung, Jakarta Timur",65,75,3,3,Ada,Ada,1700000000.0
Jakarta Utara,"Jl. Marina Indah Raya No.1 Pantai Indah Kapuk, Kamal Muara, Penjaringan, DKI Jakarta 14470                                        Pantai Indah Kapuk, Jakarta Utara",75,147,3,3,Tidak,Ada,3373000000.0
Jakarta Utara,"Jl. Marina Indah Raya No.1 Pantai Indah Kapuk, Kamal Muara, Penjaringan, DKI Jakarta 14470                                        Pantai Indah Kapuk, Jakarta Utara",105,212,4,4,Tidak,Ada,4772000000.0
Jakarta Utara,"Jl. Marina Indah Raya No.1 Pantai Indah Kapuk, Kamal Muara, Penjaringan, DKI Jakarta 14470                                        Pantai Indah Kapuk, Jakarta Utara",135,258,3,3,Tidak,Ada,5985000000.0
Jakarta Selatan,"Tebet Timur, Jakarta Selatan",540,814,10,9,Tidak,Tidak,22000000000.0
Jakarta Selatan,"Pondok Labu, Jakarta Selatan",145,280,5,5,Ada,Tidak,4000000000.0
Jakarta Timur,"Jl. Pedati Sel. No.8, RW.6, Cijantung,                                         Pasar Rebo, Jakarta Timur",90,179,5,5,Ada,Ada,4190000000.0
Jakarta Utara,Jl. Pantai Pasir Putih PIK2                                        Jakarta Utara,60,138,3,3,Ada,Tidak,2485000000.0
Jakarta Utara,"Golf Island, Jl. Pantai Indah Kapuk, Kamal Muara                                        Penjaringan, Jakarta Utara",200,203,3,3,Ada,Tidak,7163000000.0
Jakarta Utara,"Golf Island, Jl. Pantai Indah Kapuk, Kamal Muara                                        Penjaringan, Jakarta Utara",150,192,4,4,Ada,Tidak,5767000000.0
Jakarta Utara,"Golf Island, Jl. Pantai Indah Kapuk, Kamal Muara                                        Penjaringan, Jakarta Utara",200,220,4,4,Ada,Tidak,7330000000.0
Jakarta Utara,"Jl. Marina Indah Raya No.1 Pantai Indah Kapuk, Kamal Muara                                        Penjaringan, Jakarta Utara",120,179,3,3,Ada,Ada,5278000000.0
Jakarta Timur,"Jl. Pedati Sel., RT.3/RW.6, Cijantung                                        Pasar Rebo, Jakarta Timur",72,142,4,3,Tidak,Tidak,3000000000.0
Jakarta Barat,"Jl. Peta Barat No.36, RT.6/RW.8, Pegadungan                                        Kalideres, Jakarta Barat",105,102,3,2,Ada,Tidak,3403693000.0
Jakarta Utara,"Pantai Indah Kapuk 2, PIK 2                                        Pantai Indah Kapuk, Jakarta Utara",110,105,3,2,Tidak,Tidak,2950000000.0
Jakarta Selatan,"Jl. Jeruk Purut No.56, RT.10/RW.3,                                         Cilandak Timur, Jakarta Selatan",115,210,3,3,Ada,Tidak,6339000000.0
Jakarta Utara,"Pantai Indah Kapuk St, Kamal Muara                                        Penjaringan, Jakarta Utara",60,110,2,2,Ada,Tidak,2049000000.0
Jakarta Utara,"Pantai Indah Kapuk St, Kamal Muara                                        Penjaringan, Jakarta Utara",60,110,2,2,Ada,Tidak,2048000673.0
Jakarta Utara,"Pantai Indah Kapuk St, Kamal Muara                                        Penjaringan, Jakarta Utara",40,68,2,2,Ada,Tidak,1328000000.0
Jakarta Selatan,"Jl. Jeruk Purut No.56, RT.10/RW.3, Cilandak Tim.,                                         Cilandak, Jakarta Selatan",136,251,4,3,Tidak,Tidak,7823000000.0
Jakarta Selatan,"rumah dijual kemang, cilandak, cipete                                        Kemang, Jakarta Selatan",204,350,3,2,Ada,Ada,6200000000.0
Jakarta Utara,"Pantai Indah Kapuk St, Kamal Muara                                        Penjaringan, Jakarta Utara",60,94,2,2,Ada,Ada,1930000000.0
