kota,lokasi,luas_lahan,luas_bangunan,kamar_tidur,kamar_mandi,keamanan_24jam,taman_bermain_anak,harga
Jakarta Selatan,"Kebayoran Baru, Jakarta Selatan",91,80,3,3,Tidak,Tidak,1250000000.0
Jakarta Barat,"Cengkareng, Jakarta Barat",88,100,4,3,Tidak,Tidak,2200000000.0
Jakarta Timur,Jakarta Timur,211,300,4,4,Tidak,Tidak,6400000000.0
Jakarta Utara,"Muara Karang, Jakarta Utara",650,1300,2,2,Ada,Tidak,1250000000.0
Jakarta Selatan,Jakarta Selatan,42,84,3,2,Tidak,Tidak,600000000.0
Jakarta Selatan,"Kemang, Jakarta Selatan",219,455,6,5,Tidak,Tidak,10700000000.0
Jakarta Utara,"Kelapa Gading, Jakarta Utara",180,270,4,3,Tidak,Tidak,5900000000.0
Jakarta Selatan,"Kebayoran Baru, Jakarta Selatan",366,277,4,2,Tidak,Tidak,16000000000.0
Jakarta Timur,"JL. Taman Pulo Asem Utara,  Jati, Kota Jakarta Timur                                        Jati, Jakarta Timur",295,450,6,6,Tidak,Tidak,8600000000.0
Jakarta Selatan,"Pondok Labu, Jakarta Selatan",42,79,2,2,Tidak,Tidak,1108728000.0
Jakarta Selatan,"Kebon Angrek,jaksel                                        Cilandak, Jakarta Selatan",189,235,5,5,Ada,Tidak,5250000000.0
Jakarta Pusat,"Cempaka Putih, Jakarta Pusat",36,71,2,2,Tidak,Tidak,1140810000.0
Jakarta Pusat,"Cempaka Putih, Jakarta Pusat",55,81,4,3,Tidak,Tidak,1650000000.0
Jakarta Pusat,"Cempaka Putih, Jakarta Pusat",46,73,3,3,Tidak,Tidak,1076405000.0
Jakarta Selatan,"Cilandak, Jakarta Selatan",200,250,3,3,Tidak,Tidak,5500000000.0
Jakarta Selatan,"Cipete, Jakarta Selatan",1000,550,4,4,Tidak,Tidak,18500000000.0
Jakarta Selatan,"Pejaten, Jakarta Selatan",485,275,3,3,Tidak,Tidak,10000000000.0
Jakarta Selatan,"Lebak Bulus, Jakarta Selatan",144,185,3,3,Tidak,Tidak,4800000000.0
Jakarta Pusat,"Gajah Mada, Jakarta Pusat",30,30,2,1,Tidak,Tidak,170000000.0
Jakarta Selatan,"cipete                                        Cipete, Jakarta Selatan",608,400,10,10,Tidak,Tidak,14800000000.0
Jakarta Timur,"Jalan Perumahan Jatinegara Indah, Jakarta Timur 13930, Indonesia                                        Cakung, Jakarta Timur",165,300,6,6,Ada,Tidak,3500000000.0
Jakarta Utara,"Kelapa Gading Barat, Jakarta Utara",360,390,4,4,Tidak,Tidak,9500000000.0
Jakarta Timur,"Kota Wisata, Jakarta Timur",180,180,4,4,Ada,Ada,2500000000.0
Jakarta Barat,"Kalideres, Jakarta Barat",120,120,3,3,Ada,Tidak,2120000000.0
Jakarta Selatan,"Cilandak, Jakarta Selatan",154,308,3,3,Tidak,Tidak,6700000000.0
Jakarta Selatan,"Cilandak Timur, Jakarta Selatan",911,329,7,7,Tidak,Tidak,25000000000.0
Jakarta Selatan,Jakarta Selatan,225,350,4,3,Ada,Ada,6250000000.0
Jakarta Utara,"pondok gading utama kelapa gading                                        Kelapa Gading, Jakarta Utara",102,72,2,2,Tidak,Tidak,1850000000.0
Jakarta Selatan,"Cilandak Barat, Jakarta Selatan",178,90,3,1,Tidak,Tidak,4700000000.0
Jakarta Utara,"Jl. Artha Gading Sel., West Kelapa Gading, North Jakarta City, Jakarta, Indonesia                                        Kelapa Gading Barat, Jakarta Utara",455,882,5,3,Tidak,Tidak,23450000000.0
Jakarta Barat,"Mandala Selatan III, Tomang, West Jakarta City, Jakarta, Indonesia                                        Tomang, Jakarta Barat",135,135,1,1,Tidak,Tidak,3200000000.0
Jakarta Barat,"Green ville                                        Tanjung Duren, Jakarta Barat",243,391,5,1,Tidak,Tidak,4500000000.0
Jakarta Barat,"Komplek greenville duri kepa                                        Duri Kepa, Jakarta Barat",84,126,4,4,Tidak,Tidak,2500000000.0
Jakarta Barat,"Jalan Kalideres, Jakarta Barat 11840, Indonesia                                        Kalideres, Jakarta Barat",120,120,3,3,Ada,Tidak,2120000000.0
Jakarta Barat,"Jl. Raya Semanan No. 01                                        Cengkareng, Jakarta Barat",250,405,4,4,Ada,Tidak,4500000000.0
Jakarta Utara,"Jl. Bahtera Permai I B No.28                                        Penjaringan, Jakarta Utara",212,360,4,4,Tidak,Tidak,5400000000.0
Jakarta Selatan,"Kemang, Jakarta Selatan",282,384,5,5,Ada,Tidak,12900000000.0
Jakarta Pusat,"Menteng, Jakarta Pusat",128,182,3,2,Tidak,Tidak,4000000000.0
Jakarta Pusat,"Menteng, Jakarta Pusat",795,550,3,3,Tidak,Tidak,38000000000.0
Jakarta Selatan,"Tebet, Jakarta Selatan",640,450,5,3,Tidak,Tidak,30000000000.0
Jakarta Utara,"golf residence kemayoran                                        Pademangan, Jakarta Utara",120,120,3,3,Tidak,Tidak,3700000000.0
Jakarta Barat,"Indonesia, 11730, Jakarta Barat, Taman Palem Lestari                                        Cengkareng, Jakarta Barat",180,250,4,4,Tidak,Tidak,4500000000.0
Jakarta Selatan,"Jagakarsa, Jakarta Selatan",152,220,5,5,Tidak,Tidak,2400000000.0
Jakarta Timur,"Cibubur, Jakarta Timur",72,66,3,2,Ada,Ada,1000000000.0
Jakarta Timur,"Cibubur, Jakarta Timur",98,140,3,3,Ada,Tidak,2000000000.0
Jakarta Timur,"Indonesia, 17435, Bekasi Kota, Jalan Alternatif Cibubur                                        Cibubur, Jakarta Timur",105,84,3,2,Tidak,Tidak,2000000000.0
Jakarta Selatan,"Cipete, Jakarta Selatan",910,360,7,5,Tidak,Tidak,18000000000.0
Jakarta Pusat,"Tanah Abang, Jakarta Pusat",346,200,3,3,Tidak,Tidak,6000000000.0
Jakarta Selatan,"Jagakarsa, Jakarta Selatan",83,180,5,5,Ada,Tidak,2350000000.0
Jakarta Barat,"Marketing Gallery Palm City, Jl. Satu Maret. Pegadungan, Jakarta Barat                                        Pegadungan, Jakarta Barat",60,60,2,2,Ada,Ada,1500000000.0
Jakarta Selatan,"Cilandak, Jakarta Selatan",128,129,4,3,Tidak,Tidak,3000000000.0
Jakarta Selatan,"Kemang, Jakarta Selatan",600,450,5,4,Ada,Ada,14500000000.0
Jakarta Utara,"Kelapa Gading, Jakarta Utara",220,330,4,4,Tidak,Tidak,7500000000.0
Jakarta Selatan,"Cilandak, Jakarta Selatan",535,570,9,6,Tidak,Tidak,18000000000.0
Jakarta Selatan,"Bintaro, Jakarta Selatan",823,500,8,8,Tidak,Tidak,18900000000.0
Jakarta Pusat,"Sawah Besar, Jakarta Pusat",170,170,3,3,Tidak,Tidak,2000000000.0
Jakarta Selatan,"Tebet, Jakarta Selatan",107,140,3,3,Tidak,Tidak,4900000000.0
Jakarta Selatan,"Tebet, Jakarta Selatan",437,437,4,4,Tidak,Tidak,9500000000.0
Jakarta Selatan,"Tebet, Jakarta Selatan",196,350,4,4,Tidak,Tidak,7000000000.0
Jakarta Selatan,"Tebet, Jakarta Selatan",315,380,4,4,Tidak,Tidak,11200000000.0
Jakarta Pusat,"Menteng, Jakarta Pusat",1225,800,6,6,Tidak,Tidak,9000000000.0
Jakarta Selatan,"Tebet, Jakarta Selatan",340,220,4,4,Tidak,Tidak,6950000000.0
Jakarta Selatan,"Tebet, Jakarta Selatan",60,170,3,3,Tidak,Tidak,2800000000.0
Jakarta Selatan,"Tebet, Jakarta Selatan",102,130,3,3,Tidak,Tidak,3250000000.0
Jakarta Utara,"Pantai Indah Kapuk, Jakarta Utara",45,60,2,2,Tidak,Tidak,1350000000.0
Jakarta Utara,"Pantai Indah Kapuk, Jakarta Utara",436,600,5,5,Tidak,Tidak,12000000000.0
Jakarta Timur,"Cibubur, Jakarta Timur",153,120,4,4,Tidak,Tidak,1900000000.0
Jakarta Barat,"citra garden 5                                        Kalideres, Jakarta Barat",96,72,2,2,Tidak,Tidak,1350000000.0
Jakarta Selatan,"Tebet Timur Jakarta Selatan                                        Tebet Timur, Jakarta Selatan",104,140,4,4,Tidak,Tidak,2900000000.0
Jakarta Timur,"Duren Sawit, Jakarta, JABODETABEK, Indonesia                                        Duren Sawit, Jakarta Timur",85,60,2,2,Ada,Tidak,790000000.0
Jakarta Barat,"Kembangan, Jakarta Barat",120,120,4,4,Tidak,Tidak,3800000000.0
Jakarta Selatan,"Kemang, Jakarta Selatan",99,247,3,4,Tidak,Tidak,4500000000.0
Jakarta Utara,"Pantai Indah Kapuk, Jakarta Utara",200,480,4,3,Tidak,Tidak,9000000000.0
Jakarta Selatan,"JL.Tebet Timur Dalam 1, Blok 1 J, No.18 Jakarta Selatan - Dki Jakarta                                        Tebet Timur, Jakarta Selatan",306,540,6,6,Ada,Tidak,9300000000.0
Jakarta Selatan,"Jalan Tebet Barat 2 D, Jakarta Selatan 12810, Indonesia                                        Tebet, Jakarta Selatan",187,150,7,7,Ada,Tidak,4250000000.0
Jakarta Barat,"Jalan Jelambar Utama, Jakarta Barat 11460, Indonesia                                        Jelambar, Jakarta Barat",72,144,4,4,Ada,Tidak,1470000000.0
Jakarta Selatan,"JL.Tebet Timur Dalam 1, Blok 1 J, No.18 Jakarta Selatan - Dki Jakarta                                        Tebet Timur, Jakarta Selatan",306,540,6,6,Ada,Tidak,9300000000.0
Jakarta Timur,"Cakung Barat, Jakarta Timur",54,54,2,1,Tidak,Tidak,265000000.0
Jakarta Selatan,"JL.Tebet Timur Dalam 1, Blok 1 J, No.18 Jakarta Selatan - Dki Jakarta                                        Tebet Timur, Jakarta Selatan",306,540,6,6,Ada,Tidak,9300000000.0
Jakarta Selatan,"jadi Patra Kuningan                                         Kuningan Barat, Jakarta Selatan",391,407,8,8,Ada,Ada,25000000000.0
Jakarta Timur,"Kota Wisata, Jakarta Timur",220,200,3,3,Tidak,Tidak,3500000000.0
Jakarta Selatan,"Taman Bona Indah                                        Lebak Bulus, Jakarta Selatan",300,450,7,7,Ada,Tidak,7500000000.0
Jakarta Barat,"Grogol Petamburan, Jakarta Barat",40,32,2,1,Tidak,Tidak,199000000.0
Jakarta Utara,"Jalan Teluk Gong Raya, Jakarta Utara, Indonesia                                        Teluk Gong, Jakarta Utara",60,120,2,2,Tidak,Tidak,1700000000.0
Jakarta Utara,"Penjaringan, Jakarta Utara",80,236,4,4,Tidak,Tidak,2900000000.0
Jakarta Timur,"Rawamangun, Jakarta Timur",250,135,5,4,Tidak,Tidak,3800000000.0
Jakarta Selatan,"Tebet, Jakarta Selatan",306,260,5,5,Tidak,Tidak,6950000000.0
Jakarta Barat,"Pasadena                                        Cengkareng, Jakarta Barat",48,72,2,2,Tidak,Tidak,1100000000.0
Jakarta Timur,"Rawamangun, Jakarta Timur",142,250,5,7,Tidak,Tidak,3900000000.0
Jakarta Selatan,"PDK LABU jaksel. 5 mnt ke pintu tol cilandak, fatmawati, andara                                        Pondok Labu, Jakarta Selatan",79,120,4,4,Tidak,Tidak,1190000000.0
Jakarta Barat,"Kalideres, Jakarta Barat",50,64,2,2,Tidak,Tidak,975000000.0
Jakarta Timur,"Jl.Hankam Ujung Aspal Jatiwarna Pondok Gede                                        Cipayung, Jakarta Timur",230,103,4,5,Tidak,Tidak,2100000000.0
Jakarta Barat,"Tanah Sereal, Jakarta Barat",90,70,2,2,Tidak,Tidak,680000000.0
Jakarta Pusat,"Serdang, Jakarta Pusat",168,168,3,2,Tidak,Tidak,1140000000.0
Jakarta Selatan,"Pesanggrahan, Jakarta Selatan",923,300,4,3,Tidak,Tidak,9500000000.0
Jakarta Timur,"Pulo Gebang, Jakarta Timur",110,100,4,2,Tidak,Tidak,825000000.0
Jakarta Selatan,"Kebayoran Lama, Jakarta Selatan",590,800,4,4,Tidak,Tidak,45000000000.0
Jakarta Utara,"Sunter, Jakarta Utara",175,180,4,3,Tidak,Tidak,6800000000.0
Jakarta Selatan,"Cilandak, Jakarta Selatan",200,200,4,3,Tidak,Tidak,6100000000.0
Jakarta Selatan,"Mampang Prapatan, Jakarta Selatan",150,400,11,11,Tidak,Tidak,8950000000.0
Jakarta Selatan,"Tebet, Jakarta Selatan",429,400,7,4,Tidak,Tidak,12000000000.0
Jakarta Selatan,"Kebayoran Baru, Jakarta Selatan",242,300,3,3,Tidak,Tidak,10500000000.0
Jakarta Selatan,"Pancoran, Jakarta Selatan",500,536,5,5,Tidak,Tidak,17250000000.0
Jakarta Barat,"Cengkareng, Jakarta Barat",90,130,4,4,Tidak,Tidak,2800000000.0
Jakarta Utara,"Sunter Agung, Jakarta Utara",120,210,4,4,Tidak,Tidak,3800000000.0
Jakarta Selatan,"Lenteng Agung, Jakarta Selatan",221,180,4,2,Tidak,Tidak,1300000000.0
Jakarta Utara,"Jalan Boulevard Raya Kelapa Gading, Jakarta Utara 14240, Indonesia                                        Kelapa Gading, Jakarta Utara",72,36,2,2,Ada,Ada,234000000.0
Jakarta Selatan,"Kebayoran Baru, Jakarta Selatan",31,30,2,1,Tidak,Tidak,995000000.0
Jakarta Selatan,"Jagakarsa, Jakarta Selatan",75,160,3,3,Tidak,Tidak,2150000000.0
Jakarta Selatan,"Cipete Selatan, Jakarta Selatan",50,32,2,2,Ada,Tidak,440000000.0
Jakarta Selatan,"Lebak Bulus, Jakarta Selatan",400,700,4,4,Tidak,Tidak,19500000000.0
Jakarta Barat,"Golden Palm Residences, Cengkareng Jakarta Barat 11830, Indonesia                                        Cengkareng, Jakarta Barat",75,120,3,3,Tidak,Tidak,1775000000.0
Jakarta Utara,"Rawabadak Selatan, Jakarta Utara",120,180,5,4,Tidak,Tidak,2200000000.0
Jakarta Timur,"Pondok Kelapa, Jakarta Timur",70,70,3,2,Ada,Tidak,900000000.0
Jakarta Timur,"Jl. River Garden Boulevard No.3, RW.7, Cakung Tim., Kec. Cakung, Kota Jakarta Timur, Daerah Khusus Ibukota Jakarta 13910                                        Jakarta Timur",63,56,2,2,Ada,Tidak,1700000000.0
Jakarta Pusat,"Menteng, Jakarta Pusat",1405,1200,5,5,Tidak,Tidak,140000000000.0
Jakarta Selatan,"SetiaBudi, Jakarta Selatan",650,800,5,5,Tidak,Tidak,60000000000.0
Jakarta Pusat,"Menteng, Jakarta Pusat",948,750,6,4,Tidak,Tidak,110000000000.0
Jakarta Barat,"Kembangan, Jakarta Barat",209,302,4,3,Tidak,Tidak,7000000000.0
Jakarta Pusat,"Senen, Jakarta Pusat",261,522,11,11,Tidak,Tidak,6400000000.0
Jakarta Selatan,"Jalan Pejaten Barat, Jakarta Selatan, Indonesia                                        Pasar Minggu, Jakarta Selatan",450,450,6,6,Ada,Tidak,10900000000.0
Jakarta Barat,"Tanjung Duren, Jakarta Barat",73,193,5,4,Tidak,Tidak,2520000000.0
Jakarta Selatan,"SetiaBudi, Jakarta Selatan",660,1050,5,5,Tidak,Tidak,28000000000.0
Jakarta Selatan,"Kebayoran Lama, Jakarta Selatan",900,999,7,7,Tidak,Tidak,27500000000.0
Jakarta Selatan,"Pancoran, Jakarta Selatan",620,400,5,4,Tidak,Tidak,15000000000.0
Jakarta Barat,"Palmerah, Jakarta Barat",500,1000,6,4,Tidak,Tidak,15000000000.0
Jakarta Utara,"Kelapa Gading, Jakarta Utara",215,226,5,4,Tidak,Tidak,6000000000.0
Jakarta Selatan,"Pasar Minggu, Jakarta Selatan",595,450,5,5,Tidak,Tidak,15000000000.0
Jakarta Selatan,"Tanjung Barat, Jakarta Selatan",600,449,4,4,Tidak,Tidak,15000000000.0
Jakarta Selatan,"Kebayoran Lama, Jakarta Selatan",264,603,4,6,Tidak,Tidak,18500000000.0
Jakarta Selatan,"Pasar Minggu, Jakarta Selatan",150,150,3,3,Tidak,Tidak,2600000000.0
Jakarta Timur,"Cibubur, Jakarta Timur",70,70,3,2,Ada,Tidak,900000000.0
Jakarta Utara,"Jalan Mengkudu, Jakarta Utara 14210, Indonesia                                        Tanjung Priok, Jakarta Utara",60,84,2,2,Tidak,Tidak,1000000000.0
Jakarta Timur,"Makasar, Jakarta Timur",70,70,3,2,Ada,Tidak,900000000.0
Jakarta Selatan,"Kebayoran Lama, Jakarta Selatan",521,450,5,4,Tidak,Tidak,24300000000.0
Jakarta Selatan,"Kebayoran Lama, Jakarta Selatan",323,243,4,3,Tidak,Tidak,6000000000.0
Jakarta Barat,"Kebon Jeruk, Jakarta Barat",320,580,6,3,Tidak,Tidak,5800000000.0
Jakarta Selatan,"Cilandak, Jakarta Selatan",400,300,3,2,Tidak,Tidak,6500000000.0
Jakarta Selatan,"Kebayoran Baru, Jakarta Selatan",860,600,5,5,Tidak,Tidak,69000000000.0
Jakarta Selatan,"Cilandak, Jakarta Selatan",1576,800,5,4,Tidak,Tidak,35000000000.0
Jakarta Timur,"Domis matraman pisangan                                        Matraman, Jakarta Timur",81,95,4,4,Tidak,Tidak,13000000000.0
Jakarta Selatan,"Jl pondok labu                                        Pondok Labu, Jakarta Selatan",850,397,5,5,Tidak,Tidak,12500000000.0
Jakarta Selatan,"Jl. Mendawai sambas                                        Gandaria, Jakarta Selatan",240,275,4,4,Tidak,Tidak,9500000000.0
Jakarta Selatan,"SetiaBudi, Jakarta Selatan",280,250,5,5,Tidak,Tidak,14000000000.0
Jakarta Timur,"Cakung, Jakarta Timur",600,900,7,7,Tidak,Tidak,11000000000.0
Jakarta Selatan,"Jagakarsa, Jakarta Selatan",148,200,3,3,Tidak,Tidak,2800000000.0
Jakarta Selatan,"Jagakarsa, Jakarta Selatan",176,200,3,3,Tidak,Tidak,3300000000.0
Jakarta Selatan,"Kemang, Jakarta Selatan",81,215,3,3,Tidak,Tidak,4665000000.0
Jakarta Selatan,"Jalan Tebet Timur Dalam, Jakarta Selatan 12820, Indonesia                                        Tebet, Jakarta Selatan",107,140,3,3,Tidak,Tidak,5700000000.0
Jakarta Selatan,"Veteran bintaro                                        Bintaro, Jakarta Selatan",1495,1000,1,1,Tidak,Tidak,27000000000.0
Jakarta Barat,"Jl. Jelambar                                        Jelambar, Jakarta Barat",59,110,3,3,Tidak,Tidak,1600000000.0
Jakarta Selatan,"Kebayoran Lama, Jakarta Selatan",759,1115,6,6,Ada,Tidak,60000000000.0
Jakarta Timur,"Duren Sawit, Jakarta Timur",90,96,3,2,Tidak,Tidak,1350000000.0
Jakarta Timur,"Duren Sawit, Jakarta Timur",117,96,5,2,Tidak,Tidak,1750000000.0
Jakarta Timur,"Indonesia, DKI Jakarta, Jakarta Timur, Cakung, Jalan Kayu Tinggi                                        Cakung, Jakarta Timur",90,150,4,4,Tidak,Tidak,1000000000.0
Jakarta Barat,"Tapos depok samping tol cimanggis                                        Slipi, Jakarta Barat",54,60,3,2,Ada,Tidak,775000000.0
Jakarta Utara,"Teluk Gong, Jakarta Utara",29,80,2,3,Tidak,Tidak,1250000000.0
Jakarta Barat,"Palmerah, Jakarta Barat",90,160,10,10,Tidak,Tidak,1700000000.0
Jakarta Timur,"Pinang Ranti, Jakarta Timur",60,60,2,1,Tidak,Tidak,450000000.0
Jakarta Timur,"Pasar Rebo, Jakarta Timur",300,120,3,3,Tidak,Tidak,2500000000.0
Jakarta Barat,"Joglo, Jakarta Barat",142,250,4,3,Tidak,Tidak,2600000000.0
Jakarta Selatan,"Cipete Selatan, Jakarta Selatan",193,206,3,3,Ada,Tidak,8000000000.0
Jakarta Selatan,"Jagakarsa, Jakarta Selatan",83,120,3,3,Ada,Tidak,2240000000.0
Jakarta Timur,"Pulo Gadung, Jakarta Timur",142,250,5,7,Tidak,Tidak,4400000000.0
Jakarta Selatan,"Pesanggrahan Jakarta Selatan                                        Pesanggrahan, Jakarta Selatan",180,220,5,5,Tidak,Tidak,3900000000.0
Jakarta Utara,"Kelapa Gading, Jakarta Utara",187,260,4,3,Tidak,Tidak,5000000000.0
Jakarta Barat,"Kebon Jeruk, Jakarta Barat",43,160,3,3,Tidak,Tidak,2140000000.0
Jakarta Utara,"Pantai Indah Kapuk                                        Pantai Indah Kapuk, Jakarta Utara",90,60,4,3,Tidak,Tidak,5000000000.0
Jakarta Selatan,"Cilandak, Jakarta Selatan",124,225,5,5,Tidak,Tidak,3850000000.0
Jakarta Selatan,"Lenteng Agung, Jakarta Selatan",144,144,3,3,Tidak,Ada,1400000000.0
Jakarta Timur,"Rawamangun                                         Rawamangun, Jakarta Timur",90,70,2,1,Ada,Tidak,1950000000.0
Jakarta Barat,"Slipi, Jakarta Barat",196,382,5,5,Tidak,Tidak,4800000000.0
Jakarta Selatan,"Pesanggrahan, Jakarta Selatan",415,350,5,2,Ada,Tidak,3900000000.0
Jakarta Barat,"Indonesia, Jakarta Barat, Jalan Anggrek Cendrawasih                                        Slipi, Jakarta Barat",348,285,3,3,Tidak,Tidak,10000000000.0
Jakarta Timur,"Indonesia, Jakarta Timur, Jalan Cipinang Elok 2                                        Cipinang, Jakarta Timur",504,500,8,8,Tidak,Tidak,8990000000.0
Jakarta Utara,"kelapa cengkir barat kelapa gading                                        Kelapa Gading, Jakarta Utara",120,90,3,2,Tidak,Tidak,2800000000.0
Jakarta Barat,"Rawa Kepa                                        Tomang, Jakarta Barat",256,336,3,2,Tidak,Tidak,5500000000.0
Jakarta Barat,"Jalan Salak Timur 8, North Tanjung Duren, West Jakarta City, Jakarta, Indonesia                                        Tanjung Duren, Jakarta Barat",66,144,6,6,Tidak,Tidak,1700000000.0
Jakarta Barat,"Indonesia, Jakarta Barat, Jalan Tanjung Duren Selatan                                        Tanjung Duren, Jakarta Barat",78,130,3,3,Tidak,Tidak,2200000000.0
Jakarta Utara,"gading mas barat kelapa gading                                        Kelapa Gading, Jakarta Utara",113,260,4,4,Ada,Tidak,2800000000.0
Jakarta Timur,"ptb duren sawit                                        Duren Sawit, Jakarta Timur",90,120,4,4,Tidak,Tidak,2000000000.0
Jakarta Selatan,"Jagakarsa, Jakarta Selatan",103,132,3,2,Tidak,Tidak,2743000000.0
Jakarta Timur,"Cipinang, Jakarta Timur",150,330,4,3,Ada,Ada,3900000000.0
Jakarta Selatan,"KEBAYORAN BARU                                        Gandaria, Jakarta Selatan",238,170,3,3,Tidak,Tidak,10500000000.0
Jakarta Selatan,"Tebet, Jakarta Selatan",78,94,3,2,Tidak,Tidak,2500000000.0
Jakarta Selatan,"Pesanggrahan, Jakarta Selatan",200,260,4,2,Tidak,Tidak,4000000000.0
Jakarta Pusat,"Cempaka Putih, Jakarta Pusat",28,54,2,2,Tidak,Tidak,910200000.0
Jakarta Selatan,"Cipete, Jakarta Selatan",450,365,4,2,Tidak,Tidak,10000000000.0
Jakarta Barat,"Jl. Zamrud Puri Media Kembangan                                        Kembangan, Jakarta Barat",128,175,3,3,Tidak,Tidak,3400000000.0
Jakarta Barat,"Kebon Jeruk, Jakarta Barat",53,150,4,4,Tidak,Tidak,1850000000.0
Jakarta Timur,"Cilangkap, Jakarta Timur",68,70,3,2,Ada,Tidak,1100000000.0
Jakarta Selatan,"Bintaro, Jakarta Selatan",400,270,3,2,Tidak,Tidak,5900000000.0
Jakarta Selatan,"TB Simatupang, Jakarta Selatan",512,650,8,8,Tidak,Tidak,16000000000.0
Jakarta Barat,Jakarta Barat,200,118,3,2,Tidak,Tidak,3000000000.0
Jakarta Timur,"Cibubur, Jakarta Timur",105,135,4,4,Ada,Tidak,1600000000.0
Jakarta Timur,"Kota Wisata, Jakarta Timur",100,128,3,2,Tidak,Tidak,1700000000.0
Jakarta Utara,"Kelapa Gading, Jakarta Utara",187,395,4,4,Tidak,Tidak,7800000000.0
Jakarta Utara,"Kelapa Gading, Jakarta Utara",108,245,8,8,Tidak,Tidak,4200000000.0
Jakarta Selatan,"Kemang, Jakarta Selatan",973,1100,4,4,Tidak,Tidak,17000000000.0
Jakarta Utara,"Kelapa Gading, Jakarta Utara",120,176,5,5,Tidak,Tidak,3600000000.0
Jakarta Utara,"garden house pik                                        Pantai Indah Kapuk, Jakarta Utara",250,250,3,3,Tidak,Tidak,11000000000.0
Jakarta Utara,"Kelapa Gading, Jakarta Utara",102,80,3,3,Tidak,Tidak,2400000000.0
Jakarta Selatan,"Tebet, Jakarta Selatan",448,500,4,4,Tidak,Tidak,13500000000.0
Jakarta Selatan,"Tebet, Jakarta Selatan",150,180,4,4,Tidak,Tidak,2400000000.0
Jakarta Selatan,"Mampang Prapatan, Jakarta Selatan",690,500,3,3,Tidak,Tidak,14000000000.0
Jakarta Selatan,"Tebet, Jakarta Selatan",366,266,5,5,Tidak,Tidak,6300000000.0
Jakarta Pusat,"Menteng, Jakarta Pusat",1070,500,5,5,Tidak,Tidak,50000000000.0
Jakarta Pusat,"Bendungan Hilir, Jakarta Pusat",350,510,10,10,Tidak,Tidak,19000000000.0
Jakarta Selatan,"Tebet, Jakarta Selatan",380,500,4,4,Tidak,Tidak,12000000000.0
Jakarta Selatan,"Tebet, Jakarta Selatan",137,120,3,3,Tidak,Tidak,3300000000.0
Jakarta Selatan,"Tebet, Jakarta Selatan",432,350,7,7,Tidak,Tidak,10300000000.0
Jakarta Selatan,"Tebet, Jakarta Selatan",107,140,3,3,Tidak,Tidak,4900000000.0
Jakarta Selatan,"Tebet, Jakarta Selatan",500,500,3,2,Tidak,Tidak,13900000000.0
Jakarta Pusat,"Menteng, Jakarta Pusat",555,600,8,8,Tidak,Tidak,20000000000.0
Jakarta Timur,"Otista                                        Cawang, Jakarta Timur",610,300,4,4,Tidak,Tidak,18000000000.0
Jakarta Selatan,"Tebet, Jakarta Selatan",133,200,4,4,Tidak,Tidak,4500000000.0
Jakarta Selatan,"Tebet, Jakarta Selatan",340,300,3,3,Tidak,Tidak,7900000000.0
Jakarta Selatan,"Kebayoran Baru, Jakarta Selatan",608,424,3,3,Tidak,Tidak,36000000000.0
Jakarta Selatan,"Tebet, Jakarta Selatan",139,150,3,3,Tidak,Tidak,3100000000.0
Jakarta Timur,"Duren Sawit Jakarta timur                                        Duren Sawit, Jakarta Timur",72,95,3,3,Tidak,Tidak,1300000000.0
Jakarta Barat,"Cengkareng, Jakarta Barat",144,312,5,2,Ada,Tidak,5500000000.0
Jakarta Selatan,"Jagakarsa, Jakarta Selatan",607,334,7,7,Ada,Tidak,9000000000.0
Jakarta Selatan,"Patal Senayan                                        Senayan, Jakarta Selatan",88,240,5,5,Tidak,Tidak,9500000000.0
Jakarta Utara,"Kelapa Gading, Jakarta Utara",105,250,4,4,Tidak,Tidak,2500000000.0
Jakarta Selatan,"Jagakarsa, Jakarta Selatan",40,40,2,2,Tidak,Tidak,600000000.0
Jakarta Timur,"Cibubur, Jakarta Timur",144,118,3,3,Tidak,Tidak,1850000000.0
Jakarta Selatan,Jakarta Selatan,70,84,2,3,Tidak,Tidak,1200000000.0
Jakarta Selatan,"Ciganjur Jagakarsa jakarta selatan                                        Jagakarsa, Jakarta Selatan",69,150,4,4,Tidak,Tidak,1775000000.0
Jakarta Selatan,"Jagakarsa, Jakarta Selatan",84,250,4,4,Ada,Tidak,1600000000.0
Jakarta Selatan,"Jl.Lebak Bulus,Jakarta Selatan,DKI Jakarta                                        Lebak Bulus, Jakarta Selatan",334,300,4,3,Tidak,Tidak,6500000000.0
Jakarta Barat,"Joglo, Jakarta Barat",150,60,3,1,Tidak,Tidak,650000000.0
Jakarta Timur,"Cibubur, Jakarta Timur",340,300,3,2,Ada,Ada,4500000000.0
Jakarta Utara,"Pantai Indah Kapuk, Jakarta Utara",529,1000,3,3,Tidak,Tidak,29000000000.0
Jakarta Selatan,"Jalan Gunung Balong, Jakarta Selatan 12440, Indonesia                                        Lebak Bulus, Jakarta Selatan",218,250,3,3,Ada,Tidak,3500000000.0
Jakarta Selatan,"M.Kahfi 2 Jagakarsa Jakarta Selatan                                        Jagakarsa, Jakarta Selatan",106,200,5,5,Tidak,Tidak,2400000000.0
Jakarta Timur,"Klender Jakarta Timur                                        Klender, Jakarta Timur",271,350,6,6,Tidak,Tidak,5300000000.0
